,goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team
0,6,0,0,32,49.23,16,51.61,16,2,68.25,48,50.0,500,13,6,16,7,0,0,0,4,0,0,0,0,0,42,1,86,11,0,0.0,3,50.0,2,3,1,5,32,14,7,18.75,2,2,0.0,0,0,0,Khadija Shaw,Manchester City W.F.C.
1,6,2,0,26,55.32,4,57.14,13,1,81.9,30,55.56,492,5,7,8,7,0,0,0,5,1,0,0,0,0,76,2,190,9,3,25.0,21,70.0,1,1,1,2,29,13,6,20.69,2,1,0.0,0,0,0,Lauren James,Chelsea FC Women
2,1,0,0,6,75.0,1,25.0,3,0,68.57,7,58.33,167,3,1,1,2,0,0,0,1,1,0,0,0,0,29,0,48,11,7,35.0,1,33.33,0,2,0,1,3,3,0,33.33,0,1,,0,0,0,Guro Reiten,Chelsea FC Women
3,0,0,0,22,73.33,5,50.0,5,1,85.07,27,67.5,458,2,4,0,6,0,0,0,5,0,0,0,0,0,97,3,319,20,19,50.0,19,54.29,9,8,2,0,2,1,0,0.0,0,0,0.0,0,1,0,Ève Périsset,Chelsea FC Women
4,1,3,0,37,67.27,15,60.0,8,2,79.27,52,65.0,720,4,4,4,8,0,0,0,7,2,0,0,0,0,96,3,413,26,19,37.25,24,38.71,10,7,9,0,10,5,2,10.0,1,0,0.0,0,0,0,Katie Zelem,Manchester United Women
5,1,1,0,32,56.14,15,68.18,13,3,81.08,47,59.49,689,1,5,11,8,0,0,0,6,1,0,0,0,0,133,4,377,8,5,21.74,19,59.38,11,11,2,0,15,5,6,6.67,0,2,0.0,0,0,0,Niamh Charles,Chelsea FC Women
6,6,2,0,21,48.84,11,42.31,9,1,71.75,32,46.38,718,6,1,5,8,0,0,0,15,0,0,0,0,0,49,2,127,9,0,0.0,4,44.44,4,3,2,3,32,20,3,18.75,1,11,0.0,0,0,0,Martha Thomas,Tottenham FC Women
7,3,1,0,23,38.98,0,0.0,8,1,84.14,23,34.85,651,8,6,12,8,0,0,0,4,0,0,0,0,0,95,4,191,18,16,21.62,7,70.0,4,2,9,2,35,15,11,8.57,1,1,0.0,0,0,0,Chloe Kelly,Manchester City W.F.C.
8,5,2,0,27,49.09,8,38.1,4,2,86.47,35,46.05,659,8,2,11,8,0,0,0,3,0,0,0,0,0,102,1,262,12,3,75.0,12,80.0,5,5,14,2,21,9,8,23.81,0,0,0.0,0,0,0,Jill Roord,Manchester City W.F.C.
9,3,3,0,34,58.62,1,33.33,7,1,78.55,35,57.38,610,10,3,10,8,0,0,0,7,0,0,0,0,0,96,3,249,15,10,27.78,22,51.16,5,8,8,1,15,7,7,20.0,0,0,0.0,0,0,0,Katie McCabe,Arsenal Women
10,4,0,0,23,56.1,6,66.67,1,1,78.82,29,58.0,384,11,4,5,7,0,0,0,5,0,0,0,0,0,31,2,67,9,2,22.22,0,0.0,2,3,4,1,16,9,4,25.0,1,7,0.0,0,0,0,Nikita Parris,Manchester United Women
11,0,1,0,10,66.67,3,100.0,1,1,81.69,13,72.22,151,3,2,2,3,0,0,0,1,0,0,0,0,0,53,1,116,4,0,0.0,3,33.33,0,5,0,0,5,2,1,0.0,0,0,,0,0,0,Melanie Leupolz,Chelsea FC Women
12,0,0,0,0,0.0,2,100.0,0,0,80.33,2,100.0,90,0,0,0,1,3,2,1,0,0,0,0,3,0,0,0,49,0,0,0.0,9,42.86,0,3,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Teagan Micah,Liverpool FC Women
13,0,1,0,1,100.0,0,0.0,0,0,78.49,1,33.33,540,1,0,0,6,31,23,8,12,0,5,1,2,1,1,0,146,0,0,0.0,28,41.79,0,3,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Courtney Brosnan,Everton Women
14,0,0,0,17,70.83,0,0.0,7,2,88.41,17,68.0,274,5,0,4,4,0,0,0,2,0,0,0,0,0,38,0,145,9,3,50.0,6,60.0,3,2,1,0,1,1,0,0.0,0,0,0.0,0,1,0,Kyra Cooney-Cross,Arsenal Women
15,0,0,0,0,0.0,4,100.0,0,0,79.26,4,100.0,720,0,0,0,8,41,30,11,17,1,2,2,5,2,2,0,256,0,0,0.0,41,42.71,0,8,0,0,0,0,0,0.0,0,0,0.0,1,1,0,Janina Leitzig,Leicester City WFC
16,0,0,0,0,0.0,1,100.0,0,0,60.31,1,100.0,630,0,0,0,7,39,30,9,14,2,6,0,0,0,4,0,158,0,0,0.0,72,44.17,0,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Sophie Baggaley,Brighton
17,1,1,1,33,62.26,8,66.67,7,3,88.74,41,63.08,696,9,5,7,8,0,0,0,5,0,0,0,0,0,106,1,449,7,0,0.0,9,36.0,16,13,5,0,4,2,1,25.0,0,0,0.0,0,0,0,Laia Aleixandri,Manchester City W.F.C.
18,1,0,0,10,76.92,18,85.71,1,0,85.09,28,82.35,528,0,1,1,6,0,0,0,3,1,0,0,0,0,50,1,411,1,0,0.0,31,46.97,12,15,1,1,10,3,2,10.0,1,1,0.0,0,0,0,Millie Bright,Chelsea FC Women
19,4,1,0,14,42.42,10,66.67,5,1,78.88,24,50.0,433,3,4,8,7,0,0,0,3,0,0,0,0,0,74,1,198,7,0,0.0,5,41.67,6,5,5,3,16,8,3,25.0,0,0,0.0,0,0,0,Sjoeke Nüsken,Chelsea FC Women
20,3,0,0,15,41.67,3,33.33,6,1,71.67,18,40.0,603,1,4,5,8,0,0,0,5,0,0,0,0,0,84,2,215,22,20,41.67,13,50.0,4,5,8,0,11,8,2,27.27,0,0,0.0,0,0,0,Marie Theresa Höbinger,Liverpool FC Women
21,3,0,0,6,35.29,12,70.59,0,3,75.74,18,52.94,435,3,2,7,6,0,0,0,4,0,0,0,0,0,54,3,103,8,2,33.33,0,0.0,1,3,0,2,16,6,2,18.75,1,6,0.0,0,0,0,Samantha Kerr,Chelsea FC Women
22,3,1,1,22,41.51,4,50.0,13,2,71.43,26,42.62,513,4,6,11,7,0,0,0,4,0,0,0,0,0,51,4,110,15,3,27.27,5,71.43,1,2,0,1,18,10,2,16.67,2,3,0.0,0,0,0,Lauren Hemp,Manchester City W.F.C.
23,0,0,0,29,67.44,2,33.33,8,0,87.82,31,63.27,707,6,0,5,8,0,0,0,5,0,0,0,0,0,114,1,440,12,0,0.0,8,44.44,19,5,6,0,3,1,1,0.0,0,0,0.0,0,0,0,Yui Hasegawa,Manchester City W.F.C.
24,1,1,0,59,62.77,7,70.0,13,0,77.42,66,63.46,720,10,6,6,8,0,0,0,16,0,0,0,0,0,68,1,288,10,4,40.0,14,38.89,18,20,14,0,9,4,2,11.11,0,1,0.0,0,0,0,Ashleigh Neville,Tottenham FC Women
25,5,0,0,23,48.94,8,36.36,2,0,77.45,31,44.93,556,8,10,11,8,0,0,0,12,1,0,0,0,0,29,1,79,3,0,0.0,6,100.0,0,0,2,1,22,10,5,22.73,0,8,0.0,0,0,0,Elisabeth Terland,Brighton
26,2,0,0,10,37.04,39,66.1,1,2,61.59,49,56.98,484,3,7,5,6,0,0,0,8,0,0,0,0,0,38,2,101,3,1,20.0,7,87.5,2,5,6,5,21,8,0,9.52,0,1,0.0,0,0,0,Sophie Haug,Liverpool FC Women
27,1,0,0,17,47.22,1,33.33,9,3,83.78,18,46.15,393,2,0,8,6,0,0,0,3,0,0,0,0,0,57,2,124,12,3,33.33,3,75.0,6,0,5,2,10,4,3,10.0,0,1,0.0,0,0,0,Johanna Rytting Kaneryd,Chelsea FC Women
28,1,0,0,5,50.0,0,0.0,1,0,75.0,5,50.0,50,2,0,3,2,0,0,0,0,0,0,0,0,0,6,0,12,2,1,100.0,1,33.33,0,0,0,0,5,2,1,20.0,2,0,0.0,0,0,0,Lina Hurtig,Arsenal Women
29,0,0,0,21,72.41,6,42.86,1,1,85.44,27,62.79,715,3,4,1,8,0,0,0,9,0,0,0,0,0,55,1,352,4,0,0.0,29,72.5,8,17,3,0,5,0,0,0.0,0,0,0.0,0,0,0,Grace Fisk,Liverpool FC Women
30,2,2,0,38,43.68,6,54.55,18,2,76.13,44,44.9,637,5,12,14,8,0,0,0,7,0,0,0,0,0,112,2,185,13,2,8.7,3,33.33,4,2,7,1,24,7,11,8.33,3,3,0.0,0,0,0,Caitlin Foord,Arsenal Women
31,1,0,0,7,46.67,28,75.68,0,0,92.87,35,67.31,708,2,4,3,8,0,0,0,7,2,0,0,0,0,27,0,521,1,0,0.0,21,65.63,7,41,0,0,16,4,3,6.25,0,0,0.0,0,0,0,Millie Turner,Manchester United Women
32,2,1,0,52,48.6,5,71.43,24,1,78.97,57,50.0,645,10,13,21,8,0,0,0,13,0,0,0,0,0,75,0,229,11,1,14.29,12,60.0,9,4,7,0,19,9,6,10.53,0,2,0.0,0,0,0,Grace Clinton,Tottenham FC Women
33,1,0,0,19,50.0,0,0.0,5,2,86.6,19,44.19,340,3,0,12,8,0,0,0,4,0,0,0,0,0,77,4,168,13,1,20.0,2,50.0,2,0,0,2,10,6,0,10.0,3,4,0.0,0,0,0,Francesca Kirby,Chelsea FC Women
34,1,2,0,18,66.67,22,64.71,2,0,79.13,40,65.57,684,2,7,1,8,0,0,0,8,0,0,0,0,0,19,0,273,2,1,50.0,26,46.43,8,39,1,0,9,1,3,11.11,1,0,0.0,0,0,0,Gemma Bonner,Liverpool FC Women
35,0,0,0,1,33.33,0,0.0,0,1,83.33,1,33.33,13,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,5,3,0,0.0,2,100.0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0,Irene Guerrero,Manchester United Women
36,0,0,0,29,74.36,11,57.89,1,1,88.71,40,68.97,720,5,4,2,8,0,0,0,6,1,0,0,0,0,66,1,558,2,1,33.33,46,63.89,3,26,4,0,4,1,1,0.0,0,1,0.0,0,1,0,Jess Carter,Chelsea FC Women
37,2,0,0,35,47.95,2,22.22,12,0,79.11,37,45.12,635,4,5,11,8,0,0,0,14,0,0,0,0,0,70,1,178,8,6,22.22,3,50.0,10,2,10,1,17,7,5,11.76,1,1,0.0,0,0,0,Celin Bizet Ildhusøy,Tottenham FC Women
38,4,1,0,24,47.06,21,56.76,2,0,67.77,45,51.14,720,15,5,11,8,0,0,0,16,4,0,0,0,0,49,0,143,2,2,33.33,11,57.89,1,11,4,3,25,9,4,16.0,1,7,0.0,0,0,0,Rachel Daly,Aston Villa WFC
39,2,2,0,24,38.71,11,36.67,6,2,77.4,35,38.04,679,10,6,20,8,0,0,0,8,0,0,0,0,0,77,3,161,12,3,21.43,6,54.55,2,0,3,1,19,6,6,10.53,1,4,0.0,0,0,1,Alessia Russo,Arsenal Women
40,0,0,0,8,44.44,1,33.33,1,0,78.39,9,42.86,261,5,1,3,3,0,0,0,3,1,0,0,0,0,54,1,156,9,6,28.57,6,40.0,3,2,1,0,4,3,0,0.0,0,0,0.0,0,0,0,Kenza Dali,Aston Villa WFC
41,1,0,0,25,86.21,13,65.0,6,2,73.58,38,77.55,529,9,0,1,7,0,0,0,6,2,0,0,0,0,63,0,142,9,6,30.0,2,16.67,2,4,1,1,13,2,3,7.69,0,5,0.0,0,0,0,Leah Galton,Manchester United Women
42,0,0,0,17,77.27,10,52.63,2,0,86.84,27,65.85,720,5,0,3,8,0,0,0,5,0,0,0,0,0,56,0,475,0,0,0.0,29,43.28,3,38,2,0,5,1,1,0.0,0,0,0.0,0,0,0,Alanna Kennedy,Manchester City W.F.C.
43,0,1,1,11,64.71,9,47.37,1,1,86.55,20,55.56,488,6,2,2,6,0,0,0,1,0,0,0,0,0,77,1,399,9,5,33.33,23,39.66,8,19,2,0,5,1,1,0.0,1,0,0.0,0,0,0,Alex Greenwood,Manchester City W.F.C.
44,5,0,0,3,27.27,3,42.86,1,0,74.51,6,33.33,146,1,1,3,6,0,0,0,2,0,0,0,0,0,20,0,38,0,0,0.0,1,50.0,0,1,0,0,11,6,2,45.45,0,1,0.0,0,0,0,Agnes Beever-Jones,Chelsea FC Women
45,0,1,0,1,50.0,3,100.0,0,0,64.96,4,80.0,720,0,1,0,8,25,16,9,5,0,5,2,1,2,4,0,178,1,0,0.0,44,32.84,0,3,0,0,0,0,0,0.0,0,0,0.0,1,0,0,Khiara Keating,Manchester City W.F.C.
46,1,2,0,33,54.1,11,47.83,4,1,64.53,44,52.38,626,6,5,6,7,0,0,0,8,0,0,0,0,0,44,0,151,11,7,41.18,16,41.03,2,4,9,0,12,4,2,8.33,2,0,0.0,0,0,0,Ceri Holland,Liverpool FC Women
47,0,1,0,19,70.37,0,0.0,3,0,67.47,19,63.33,181,4,2,2,3,0,0,0,3,0,0,0,0,0,16,1,56,1,2,20.0,3,42.86,0,0,2,0,4,1,0,0.0,0,0,,0,0,0,Lucy Hope,Everton Women
48,1,1,0,13,30.95,1,50.0,4,3,80.29,14,31.82,630,3,1,11,8,0,0,0,7,1,0,0,0,0,141,3,277,13,1,12.5,12,66.67,3,3,6,0,14,6,3,7.14,0,3,0.0,0,0,0,Ella Toone,Manchester United Women
49,1,0,0,27,64.29,11,64.71,0,1,84.91,38,64.41,709,12,4,4,8,0,0,0,15,0,0,0,0,0,79,0,405,8,5,27.78,21,60.0,9,8,7,0,7,3,0,14.29,0,1,0.0,0,0,0,Eveliina Summanen,Tottenham FC Women
50,2,0,0,12,44.44,2,50.0,3,1,71.58,14,45.16,220,4,2,5,6,0,0,0,1,0,0,0,0,0,27,2,68,5,1,14.29,1,20.0,3,2,4,2,8,4,0,25.0,1,1,0.0,0,0,0,Bethany Mead,Arsenal Women
51,0,0,0,24,50.0,3,50.0,15,2,83.62,27,50.0,485,2,2,9,8,0,0,0,3,0,0,0,0,0,92,2,194,6,8,38.1,1,50.0,2,3,5,0,8,3,3,0.0,0,3,0.0,0,0,0,Mary Fowler,Manchester City W.F.C.
52,0,2,0,33,66.0,4,40.0,8,1,76.89,37,61.67,471,7,4,3,6,0,0,0,3,1,0,0,0,0,31,3,173,7,4,36.36,11,40.74,6,5,3,0,3,2,0,0.0,0,0,0.0,0,0,0,Jayde Riviere,Manchester United Women
53,3,0,0,22,59.46,4,80.0,2,2,67.91,26,61.9,559,5,0,8,8,0,0,0,13,0,0,0,0,0,52,1,127,8,6,31.58,6,46.15,1,12,6,0,16,6,5,18.75,0,1,0.0,0,0,1,Jutta Rantala,Leicester City WFC
54,2,2,0,21,43.75,19,50.0,3,3,67.98,40,46.51,660,4,13,6,8,0,0,0,15,1,0,0,0,0,41,1,138,7,0,0.0,3,100.0,6,13,6,2,17,5,5,11.76,0,3,0.0,0,0,0,Lena Petermann,Leicester City WFC
55,4,0,0,6,40.0,12,70.59,1,0,69.77,18,56.25,161,3,5,1,8,0,0,0,3,1,0,0,0,0,13,0,30,3,0,0.0,0,0.0,0,4,1,1,11,5,3,36.36,1,1,0.0,0,0,0,Rachel Williams,Manchester United Women
56,1,0,0,15,48.39,2,66.67,3,2,84.42,17,50.0,504,5,4,7,6,0,0,0,8,0,0,0,0,0,57,0,298,12,3,25.0,21,58.33,5,6,5,1,4,2,1,25.0,0,0,0.0,0,0,0,Olga Ahtinen,Tottenham FC Women
57,2,2,0,11,37.93,4,44.44,2,2,76.04,15,39.47,282,3,5,3,7,0,0,0,3,0,0,0,0,0,38,2,73,9,1,14.29,3,75.0,5,3,4,1,7,3,3,28.57,0,1,0.0,0,0,0,Cloé Lacasse,Arsenal Women
58,3,2,0,23,53.49,20,55.56,2,0,71.67,43,54.43,657,12,6,8,8,0,0,0,16,3,0,0,0,0,33,0,129,3,0,0.0,7,87.5,3,2,2,2,24,11,7,12.5,1,3,0.0,0,0,0,Riko Ueki,West Ham Women
59,0,0,0,0,0.0,2,100.0,0,0,80.86,2,100.0,720,0,0,0,8,27,20,7,7,2,2,1,7,1,3,0,262,0,0,0.0,36,37.11,0,12,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Mary Earps,Manchester United Women
60,0,1,0,14,50.0,21,63.64,5,0,85.8,35,57.38,612,3,2,6,8,0,0,0,6,0,0,0,0,0,101,0,453,3,0,0.0,39,59.09,8,20,4,0,6,2,1,0.0,0,0,0.0,0,0,0,Lotte Wubben-Moy,Arsenal Women
61,0,0,0,30,66.67,1,33.33,7,0,86.69,31,64.58,704,3,2,3,8,0,0,0,7,2,0,0,0,0,93,0,469,5,1,12.5,26,68.42,9,12,7,0,5,2,1,0.0,0,0,0.0,0,0,0,Hannah Blundell,Manchester United Women
62,0,2,0,30,56.6,2,28.57,3,0,80.37,32,53.33,431,10,11,7,7,0,0,0,1,0,0,0,0,0,80,1,172,9,4,33.33,2,15.38,2,8,4,1,6,4,1,0.0,0,0,0.0,0,0,0,Filippa Angeldahl,Manchester City W.F.C.
63,2,1,0,38,59.38,4,44.44,5,1,77.3,42,57.53,653,17,7,11,8,0,0,0,12,3,0,0,0,0,45,0,109,6,0,0.0,7,58.33,5,5,2,0,15,3,4,13.33,2,2,0.0,0,0,0,Viviane Asseyi,West Ham Women
64,1,1,0,19,38.0,2,33.33,6,3,77.43,21,37.5,488,4,8,11,8,0,0,0,4,0,0,0,0,0,81,4,175,10,1,9.09,7,41.18,5,2,5,1,10,2,5,10.0,0,0,0.0,0,0,0,Victoria Pelova,Arsenal Women
65,3,1,0,13,40.63,4,30.77,3,0,75.26,17,37.78,338,4,4,6,7,0,0,0,3,2,0,0,0,0,32,1,73,4,1,50.0,2,66.67,4,0,6,0,13,5,5,23.08,1,2,0.0,0,0,0,Melvine Malard,Manchester United Women
66,1,0,0,9,64.29,4,57.14,1,1,82.31,13,61.9,654,0,1,1,8,0,0,0,8,0,0,0,0,0,129,1,335,10,10,20.83,8,28.57,3,11,2,0,5,1,1,20.0,0,1,0.0,0,0,0,Stephanie Catley,Arsenal Women
67,0,1,0,6,37.5,2,66.67,1,1,76.97,8,42.11,313,2,2,3,5,0,0,0,5,0,0,0,0,0,39,3,117,8,2,100.0,4,57.14,0,2,2,0,11,5,1,0.0,1,1,0.0,0,0,0,Drew Spence,Tottenham FC Women
68,0,0,0,0,0.0,0,0.0,0,0,68.48,0,0.0,360,0,0,0,4,18,9,9,2,1,2,2,2,2,1,0,63,0,0,0.0,18,38.3,0,4,0,0,0,0,0,0.0,0,0,0.0,1,0,0,Zećira Mušović,Chelsea FC Women
69,4,0,0,5,29.41,7,53.85,2,0,70.37,12,40.0,193,1,2,7,6,0,0,0,1,0,0,0,0,0,22,0,38,3,0,0.0,2,66.67,0,2,0,3,18,5,5,22.22,1,8,0.0,0,0,0,Stina Blackstenius,Arsenal Women
70,0,0,0,23,60.53,15,88.24,8,0,85.54,38,69.09,461,2,5,7,6,0,0,0,6,0,0,0,0,0,83,0,213,9,1,20.0,2,25.0,1,2,2,1,6,2,3,0.0,1,1,0.0,0,0,0,Kim Little,Arsenal Women
71,0,1,0,8,47.06,0,0.0,3,1,88.62,8,47.06,183,0,4,2,5,0,0,0,1,0,0,0,0,0,47,2,148,5,2,25.0,11,91.67,1,0,3,0,2,0,1,0.0,0,0,0.0,0,0,0,Jelena Čanković,Chelsea FC Women
72,0,0,0,12,60.0,3,60.0,0,0,86.32,15,60.0,401,1,2,2,5,0,0,0,3,0,0,0,0,0,66,0,202,1,1,50.0,16,61.54,2,13,3,0,3,2,0,0.0,0,0,0.0,0,0,0,Esme Morgan,Manchester City W.F.C.
73,0,1,0,28,54.9,6,66.67,6,1,88.89,34,56.67,458,5,7,3,7,0,0,0,6,0,0,0,0,0,85,0,272,2,1,14.29,10,47.62,3,8,11,0,5,0,2,0.0,0,0,0.0,0,0,0,Lia Wälti,Arsenal Women
74,0,0,0,8,61.54,5,45.45,0,1,80.99,13,54.17,477,1,2,1,7,0,0,0,5,1,0,0,0,0,89,1,277,8,1,100.0,22,62.86,5,7,2,1,5,2,2,0.0,0,0,0.0,0,0,0,Sophie Ingle,Chelsea FC Women
75,0,0,0,0,0.0,6,85.71,0,0,67.24,6,85.71,630,0,0,0,7,15,11,4,9,0,2,0,10,0,7,0,234,0,0,0.0,101,48.1,0,14,0,0,0,0,0,0.0,0,0,0.0,0,0,0,Rachael Laws,Liverpool FC Women
